cajas;marcas;CLIENTES;VTAS;GRUPO
21;203;1008;1827;2
7;84;217;273;3
21;189;952;1190;2
21;210;1232;3710;1
7;42;217;364;3
7;63;336;371;3
7;147;910;2233;2
14;63;175;217;3
7;42;161;252;3
7;42;203;266;3
7;21;56;105;3
21;175;770;805;2
21;161;658;868;2
7;63;154;315;3
7;91;399;427;3
7;21;91;63;3
21;245;1176;1540;1
7;112;378;483;3
21;287;1932;3101;1
14;56;217;266;2
7;14;21;35;3
21;168;784;1589;2
7;168;623;602;3
28;490;3766;7091;1
7;21;77;294;3
14;168;707;1274;2
14;77;301;413;2
28;105;588;980;2
14;147;672;1050;2
7;168;1057;1379;3
28;350;2275;3934;1
7;105;392;343;3
14;245;1323;1722;1
14;91;301;350;3
14;161;763;812;2
14;70;301;385;3
21;210;959;917;2
28;133;490;910;2
21;259;1456;1673;1
21;350;2100;3759;1
21;175;1001;1477;1
14;147;448;1197;3
7;28;56;91;3
14;168;616;728;2
28;84;420;1022;2
14;203;784;966;2
7;154;595;721;3
21;105;280;280;3
14;189;742;938;2
14;224;1204;1435;2
14;147;763;931;2
7;154;1085;1414;3
7;119;1099;1589;2
7;70;266;420;3
14;252;1421;1890;1
21;224;1099;1414;1
7;49;343;798;3
14;14;77;70;3
21;161;819;2149;1
14;189;1246;2142;1
21;217;1043;1477;1
21;231;1351;1659;1
7;70;224;567;3
21;133;567;616;2
14;203;1421;2002;1
7;231;854;1001;3
7;91;280;560;3
14;140;651;700;2
7;42;224;273;3
7;133;371;840;3
7;56;168;238;3
7;42;175;175;3
7;154;917;1267;3
7;161;637;882;3
7;140;329;518;3
7;154;896;1267;1
14;105;742;1316;1
7;56;203;357;3
7;189;1008;1834;3
7;189;1113;1519;3
14;84;315;329;3
28;210;1043;938;2
14;112;399;280;3
7;98;455;644;3
7;84;287;567;3
14;21;98;560;3
14;126;532;1428;2
21;49;252;322;3
14;126;448;784;2
14;238;1547;2450;1
14;56;378;791;2
14;294;2121;3787;1
21;203;959;1071;2
21;245;1176;1141;2
14;154;588;644;2
28;196;1162;1512;1
14;91;490;1372;2
14;63;294;826;2
7;42;357;938;3
14;14;42;147;3
7;203;819;1008;3
21;217;1547;1932;1
14;42;217;287;2
0;0;0;0;3
21;287;1624;6937;1
14;336;1603;2534;1
14;112;553;2065;2
7;196;1204;1638;1
14;112;595;903;1
28;322;1967;7896;1
7;70;280;525;3
21;133;490;560;2
14;63;210;371;3
21;133;784;917;2
7;119;441;602;3
7;140;665;1148;3
21;112;588;1386;2
14;91;266;294;2
14;168;770;1701;2
21;175;1267;2030;1
21;168;1169;1533;1
7;91;364;560;3
14;84;364;511;3
7;112;301;644;3
7;196;840;1057;3
14;210;1113;1309;2
0;203;1155;1477;3
7;203;1211;1694;1
0;42;154;203;3
14;224;1316;1715;1
7;21;42;28;3
14;294;1414;1701;1
14;91;336;504;2
21;224;1029;2135;1
7;35;112;329;3
7;63;252;959;3
14;7;35;182;3
14;175;805;1113;2
14;112;322;357;3
7;70;224;224;3
21;91;511;679;2
7;35;182;371;3
21;161;532;602;2
21;238;1218;1659;1
7;119;413;609;3
7;56;168;350;3
14;175;938;1232;2
7;84;819;1015;3
14;105;511;539;2
21;98;343;469;2
14;49;210;385;3
7;140;455;469;3
21;105;441;707;2
21;196;1344;2205;1
14;105;427;322;3
7;42;126;238;3
14;189;1183;1925;1
7;168;462;609;3
14;28;154;189;2
14;119;539;861;2
14;161;952;1477;2
7;98;399;343;3
7;126;945;2331;1
14;63;154;259;2
21;210;1085;1407;1
14;154;637;721;2
14;84;336;448;2
14;84;203;441;3
14;84;315;2205;2
7;84;336;483;3
21;245;2149;3983;1
21;280;1526;2079;1
7;56;196;364;3
7;147;637;756;3
7;182;798;959;3
14;140;791;1071;2
14;91;399;343;3
7;42;98;77;3
14;287;1400;1848;1
7;161;581;763;3
7;224;1141;1302;3
21;147;826;1295;2
14;91;364;644;2
21;406;3206;6804;1
14;217;1505;2359;1
14;105;476;672;2
14;70;462;406;2
7;42;119;105;3
14;105;525;1652;2
42;252;1407;7476;1
7;196;924;1946;3
14;259;1190;1337;2
21;238;1239;1260;2
21;280;1568;2135;1
14;196;1078;2051;2
14;98;763;833;1
28;147;644;938;2
7;7;14;0;3
21;168;756;833;2
7;133;637;672;3
21;245;1372;1939;1
7;35;126;280;3
7;126;378;735;3
14;154;462;539;2
7;140;553;763;3
14;98;567;532;2
21;70;315;581;2
14;21;119;231;2
21;161;546;637;2
21;196;861;924;2
7;161;938;1477;1
14;126;644;770;2
14;175;777;1099;2
14;210;910;1169;2
14;119;581;637;1
14;287;1666;1869;1
7;70;315;525;3
14;224;1050;1253;2
7;70;371;826;3
14;154;672;896;2
21;196;924;1407;2
21;84;392;665;2
21;133;756;868;2
21;245;1400;1750;1
21;287;1589;2324;1
14;28;105;133;2
14;315;1890;3101;1
7;35;154;511;3
21;273;1484;2254;1
7;105;364;462;3
28;126;700;735;2
14;112;469;546;2
7;28;91;133;3
0;0;0;0;3
7;308;1918;2338;1
21;175;1414;3423;1
21;175;1393;3885;1
14;231;1267;3276;1
7;154;1015;2429;1
14;189;924;1239;2
28;266;1582;2037;1
7;84;280;644;3
21;91;329;469;2
21;231;1498;2786;1
14;203;532;406;3
7;133;1281;2856;1
14;154;917;1113;2
7;84;294;329;3
21;196;917;1365;2
14;35;119;301;3
21;21;84;133;3
21;70;224;616;2
14;21;126;126;2
14;84;336;511;2
14;84;266;280;3
7;84;259;266;3
7;42;168;182;3
0;49;140;203;3
7;126;504;581;3
7;175;889;1246;2
14;77;266;357;2
7;28;140;441;3
28;315;1575;2219;1
21;105;735;1071;2
21;168;1701;3248;1
21;217;1127;1729;1
14;126;518;560;2
7;42;161;287;3
14;175;938;1414;2
7;84;371;476;3
14;63;231;441;3
7;77;665;931;1
14;35;112;147;3
7;189;1148;1876;3
14;35;189;427;2
14;182;700;630;2
14;105;434;924;2
14;28;126;329;3
28;252;1295;1197;2
7;259;1414;2303;1
7;63;217;686;3
14;77;441;658;2
7;112;406;364;3
7;63;259;448;3
14;98;315;546;2
7;56;308;301;3
21;133;511;476;2
7;49;203;406;3
7;126;434;686;3
14;210;1148;1813;1
7;56;189;266;3
14;98;658;889;2
7;0;0;0;3
14;182;1141;1603;1
7;49;112;70;3
21;105;511;819;2
7;91;259;525;3
21;259;1904;3115;1
7;175;1008;2912;2
14;63;238;343;2
28;35;112;231;2
7;105;364;490;3
21;49;259;357;2
14;77;189;287;3
7;35;105;112;3
7;56;245;574;3
21;252;1393;3899;1
14;196;749;1526;2
14;231;1260;1323;2
7;112;742;994;3
14;112;581;644;2
21;210;1127;1701;1
7;42;182;231;3
7;14;56;196;3
7;140;812;1057;3
14;210;1183;1617;1
21;224;847;672;2
21;273;1176;1750;1
14;154;1022;1316;1
7;56;168;119;3
21;70;315;441;2
28;63;266;420;2
21;392;2905;5467;1
14;210;1428;2317;1
14;203;994;1323;2
14;112;476;602;2
14;35;70;63;3
14;112;448;455;2
14;35;105;133;3
7;112;378;357;3
21;140;756;826;2
7;84;196;175;3
7;112;434;462;3
14;140;637;1036;2
14;91;399;532;2
14;63;147;154;2
14;112;371;434;2
7;77;210;532;3
21;238;1281;1540;1
7;91;413;994;3
14;217;994;1085;2
14;77;392;707;2
21;210;1176;1652;1
21;112;329;966;2
14;147;651;504;2
7;105;959;1575;1
28;168;693;721;2
7;168;1372;2905;1
14;196;525;616;2
14;105;714;987;1
21;133;833;1008;2
7;21;42;77;3
7;70;252;385;3
21;91;392;574;2
7;168;987;1428;1
7;77;224;245;3
21;70;308;455;2
7;56;357;742;2
28;224;1197;1806;1
14;273;1561;2282;1
14;63;210;784;3
14;119;399;651;2
14;175;861;882;2
7;21;84;105;3
21;252;1442;1932;1
14;105;357;511;2
7;42;182;693;3
7;84;357;280;3
14;56;203;420;2
7;35;140;154;3
7;0;0;0;3
21;35;70;77;3
28;273;1680;2534;1
14;49;224;553;3
7;49;245;217;3
14;287;2093;3185;1
14;77;350;784;2
14;154;581;1085;2
7;7;49;210;3
7;42;133;147;3
7;91;560;1099;3
21;182;805;1113;2
21;112;343;546;2
7;196;1015;1239;3
21;231;1225;2471;1
14;42;126;294;2
21;182;896;931;2
14;70;364;826;2
7;224;819;994;3
0;189;1141;1442;3
7;119;511;1344;3
28;147;686;1379;2
7;70;455;728;3
7;49;385;840;3
21;154;861;1589;2
14;189;1127;1477;2
7;140;476;623;3
7;98;427;686;3
21;203;1057;1358;2
7;7;21;14;3
14;21;105;231;2
7;28;154;336;3
7;147;553;1225;3
14;147;833;1309;2
14;133;574;1302;2
14;175;1260;2065;1
21;189;1372;2590;1
21;238;1869;3150;1
14;105;455;490;2
7;35;112;119;3
14;224;1449;2261;1
21;161;945;1302;2
21;147;588;770;2
7;35;91;56;3
14;105;399;427;3
21;210;1211;1750;1
7;14;56;140;3
21;126;504;1001;2
21;154;1057;1806;2
21;385;3269;6076;1
14;210;1225;1743;1
14;126;462;756;2
14;56;266;371;3
7;49;245;525;3
21;273;1673;2240;1
7;196;623;644;3
7;70;350;441;3
7;35;168;427;3
7;84;413;637;3
21;154;630;574;2
7;35;133;238;3
21;140;490;728;2
7;154;602;826;3
21;287;1169;2506;1
14;315;1652;2275;1
14;154;1085;2289;1
14;126;483;567;2
21;203;1337;2086;1
14;105;287;441;2
14;35;147;140;3
21;133;791;1197;2
14;63;308;308;2
7;189;700;770;3
14;168;833;966;2
14;56;427;798;2
7;112;413;686;3
7;112;392;574;3
14;196;882;1134;2
14;63;203;413;2
21;182;644;889;2
7;14;35;21;3
14;49;161;350;3
7;91;350;413;3
35;182;959;1064;1
21;287;1918;2695;1
21;294;2128;3367;1
7;189;1169;1673;1
7;189;826;1337;3
7;56;308;406;3
14;168;784;1400;2
14;91;294;1701;2
21;189;1008;1323;2
21;273;1267;3696;1
7;49;154;413;3
14;182;882;910;2
14;175;854;1330;2
7;70;364;581;3
14;196;1092;1267;2
0;49;140;91;3
21;98;357;329;3
7;7;28;84;3
14;196;1050;1148;2
14;126;588;1169;2
7;98;364;595;3
14;154;1162;1834;1
14;245;1351;1568;1
7;70;245;315;3
14;420;3024;6167;1
7;70;371;462;3
14;168;721;1155;2
7;84;553;651;2
21;147;630;560;2
21;112;364;574;2
7;105;322;483;3
7;182;756;945;3
7;112;497;1029;3
7;63;189;126;3
21;210;1218;2009;2
21;168;875;959;2
7;259;1498;2121;1
14;210;1323;1820;1
14;224;1491;2359;1
35;280;1946;2905;1
14;84;413;455;2
21;154;609;553;2
14;21;70;189;3
14;147;700;679;2
7;105;434;567;3
14;63;161;147;2
7;189;1190;3073;2
7;49;126;343;3
14;161;644;756;2
14;56;154;364;3
7;49;175;196;3
21;273;1666;3178;1
21;196;742;574;2
14;84;252;336;3
21;70;196;343;3
28;224;1099;1260;2
14;98;371;511;2
49;259;1456;5222;1
7;301;1638;2646;1
28;238;2485;4746;1
14;49;168;189;2
7;210;1120;1491;1
21;84;462;1148;2
7;42;231;259;3
14;189;1211;1687;1
14;63;238;889;3
7;28;91;154;3
21;294;1785;2548;1
14;105;476;616;2
14;189;994;1071;2
7;35;84;119;3
7;21;119;224;3
7;224;1309;1603;1
7;238;1400;1897;1
7;70;322;399;3
14;203;1337;2044;1
21;203;1449;2338;1
21;189;812;840;2
7;42;217;462;3
7;308;1834;4571;1
7;35;105;168;3
14;126;483;385;3
7;56;161;322;3
21;182;749;854;2
14;448;2625;4697;1
14;49;224;385;2
7;98;392;413;3
7;175;1078;2555;1
21;224;1267;1470;1
21;175;1225;1862;1
14;105;616;854;2
7;133;385;539;3
7;175;952;1750;3
7;98;434;525;3
21;168;784;931;2
7;182;742;875;3
21;196;1022;1820;2
7;161;826;1379;3
21;231;1288;2618;1
28;238;1260;1323;2
14;343;3080;4795;1
0;0;0;0;3
14;112;336;511;2
21;182;1064;1491;1
7;210;1176;1379;3
7;35;98;224;3
7;91;301;574;3
14;161;511;546;2
14;84;266;336;3
21;105;448;581;2
21;49;182;287;3
14;42;252;210;2
21;245;1330;2275;1
21;280;1638;2303;1
14;0;0;0;3
7;147;749;833;3
14;196;861;1176;2
14;210;2429;4011;1
21;210;1512;2513;1
21;133;560;938;2
7;56;301;518;3
14;154;931;1421;2
14;35;112;175;3
7;91;287;231;3
7;133;602;721;3
7;35;203;217;3
7;112;483;672;3
14;49;182;434;2
0;63;203;469;3
21;154;756;1015;2
14;231;868;1008;2
7;28;98;112;3
21;140;567;616;2
7;168;833;1281;3
7;35;217;343;3
0;49;168;203;3
7;154;525;609;3
7;196;749;1162;3
7;56;245;308;3
21;126;595;749;2
14;119;616;805;2
7;91;322;455;3
14;140;623;1211;2
7;70;294;623;3
7;63;231;812;2
14;49;210;385;2
21;217;1155;1624;1
14;105;819;1225;2
21;77;420;903;2
7;98;336;462;3
7;280;1645;2226;1
7;42;147;182;3
7;42;112;154;3
14;105;427;504;2
21;315;1764;2814;1
21;154;700;903;2
7;168;553;630;3
7;77;266;259;3
7;14;70;91;3
14;147;714;1015;2
21;147;532;511;2
21;56;168;266;2
7;203;630;840;3
14;77;189;168;2
21;119;581;1519;2
14;77;336;490;2
7;154;924;2331;2
7;63;259;315;3
0;49;273;357;3
21;224;1022;1204;2
7;49;196;147;3
7;70;273;427;3
21;252;1652;3367;1
7;28;105;259;3
7;49;140;336;3
21;189;1183;1988;1
7;35;154;189;3
0;294;1407;1407;3
21;168;546;770;2
14;182;1001;1456;2
14;77;581;630;1
7;63;154;252;3
7;196;1211;1701;1
7;84;329;581;3
14;182;938;1484;1
14;112;686;826;2
14;105;546;609;2
49;224;1778;3346;1
21;196;742;938;2
7;161;441;735;3
7;175;665;693;3
7;84;287;1190;3
35;301;1428;3955;1
7;28;91;252;3
14;91;329;455;2
21;203;1057;1967;2
7;35;133;112;3
14;49;364;686;2
14;70;231;315;2
21;147;756;1302;2
7;126;665;847;3
14;98;322;343;3
14;455;3206;5572;1
7;189;854;1169;3
14;77;399;1330;2
14;161;952;1176;2
7;42;238;910;3
7;21;42;84;3
7;21;91;350;3
14;77;280;280;3
7;28;175;245;3
21;210;1316;1561;1
7;35;98;161;3
21;70;343;749;2
7;77;413;1057;1
7;98;371;546;3
7;189;1113;1596;1
7;49;308;742;3
14;70;217;322;3
7;49;154;378;3
14;343;1806;2254;1
21;98;308;476;2
7;91;693;1477;1
7;119;553;630;3
7;70;287;497;3
21;182;896;770;2
7;168;833;1008;3
28;203;1127;1295;2
21;182;959;1575;2
14;245;1379;1652;1
28;105;637;931;2
21;154;917;1253;2
21;147;546;714;2
7;63;154;532;3
14;70;294;637;2
7;28;84;126;3
14;105;385;385;3
7;35;140;147;3
14;56;308;644;2
21;98;469;1211;1
7;133;567;910;3
7;14;49;42;3
7;84;574;1015;3
7;35;105;126;3
7;28;98;420;3
7;126;385;504;3
21;231;980;1078;2
7;147;574;707;3
7;126;343;343;3
7;28;133;210;3
7;35;133;126;3
7;63;168;168;3
7;42;84;210;3
7;119;441;1288;3
14;56;119;210;3
14;112;378;1225;2
21;154;693;623;2
14;42;273;560;2
7;126;455;434;3
7;147;399;973;3
14;196;1428;2408;1
7;42;140;245;3
7;98;714;1204;1
7;70;203;406;3
21;252;1211;1435;1
7;49;203;294;3
7;63;126;196;3
14;105;322;511;2
14;105;392;336;3
7;63;294;455;3
7;175;805;938;3
7;112;483;490;3
7;70;385;490;3
14;105;504;560;2
21;49;140;357;2
21;196;889;1225;2
21;161;1141;3647;1
21;189;994;966;2
21;287;1617;2107;1
7;21;77;413;3
21;154;833;1442;2
7;56;196;280;3
7;49;259;574;3
14;84;315;371;2
7;49;154;245;3
21;287;1484;1911;1
7;7;21;35;3
14;91;455;735;2
14;56;147;301;3
49;343;2240;3703;1
7;56;203;301;3
7;35;112;539;3
21;154;826;1071;2
7;182;609;749;3
7;140;532;651;3
21;140;637;896;2
14;168;847;1176;2
14;238;1288;1372;2
14;98;462;679;2
7;84;455;588;3
14;119;812;1057;1
14;35;154;308;3
7;49;161;371;3
7;91;301;497;3
7;105;413;399;3
14;84;280;420;3
14;77;280;651;2
7;14;49;231;3
14;210;903;1155;2
7;112;322;483;3
7;42;287;490;3
14;49;511;1155;1
21;259;1085;1316;2
7;238;994;2149;2
14;196;777;1127;2
7;63;210;434;3
14;175;868;1666;2
28;84;560;1953;1
21;119;504;882;2
14;112;434;595;2
7;35;168;154;3
14;133;854;1057;1
7;126;574;616;3
7;259;1043;917;3
21;77;203;350;2
7;189;889;924;3
14;182;602;1050;2
0;112;301;700;3
14;42;308;350;2
14;112;532;441;2
21;147;812;1246;2
14;105;476;735;2
7;56;553;847;2
14;119;427;714;2
7;133;371;378;3
7;77;1043;1764;1
7;56;133;196;3
14;42;147;266;2
7;119;371;406;3
7;91;406;406;3
28;154;609;700;2
21;154;812;1281;2
7;56;189;602;3
7;56;217;357;3
14;133;490;777;2
7;91;371;742;3
21;42;140;224;2
21;182;903;1169;2
21;175;392;399;3
21;119;644;945;2
7;42;238;378;3
7;63;252;315;3
7;28;119;196;3
7;56;273;728;3
21;126;483;637;2
21;133;861;1155;2
14;70;259;511;2
21;154;763;910;2
7;70;602;945;2
28;175;819;1078;2
14;112;504;441;2
21;217;1239;1757;1
21;63;280;385;3
14;49;224;630;2
7;63;266;378;3
21;140;910;1148;1
21;175;1239;2100;2
14;182;945;1064;2
7;112;602;1792;3
14;133;658;882;2
14;294;1918;2968;1
21;182;1204;1897;1
7;112;469;791;3
7;21;91;105;3
7;133;602;679;3
7;189;672;749;3
14;21;105;161;2
14;112;917;1295;1
7;56;504;1085;1
7;154;539;917;3
7;126;294;301;3
14;217;1246;1939;1
7;35;140;679;3
14;70;301;392;3
21;56;322;791;2
7;126;560;630;3
28;84;364;518;2
14;56;252;273;2
7;56;301;504;3
14;140;532;609;2
14;224;896;1057;2
7;147;679;1239;3
28;196;1029;1036;2
7;49;133;308;3
14;196;1134;1624;1
21;112;406;616;2
14;105;350;315;3
14;119;511;1008;2
7;91;448;1162;3
7;42;343;525;3
7;7;14;7;3
14;77;287;441;3
28;133;1274;1911;1
7;98;511;595;3
21;175;868;1316;2
7;70;343;721;3
14;112;448;651;2
7;126;651;861;3
7;308;1967;2821;1
7;49;133;343;3
7;49;147;175;3
7;63;161;280;3
7;56;189;280;3
21;154;721;1953;2
14;49;231;196;2
21;329;1918;3115;1
7;63;217;280;3
7;147;903;1757;3
7;63;420;658;3
21;63;147;336;2
7;252;1113;2079;3
14;91;378;504;2
21;189;1064;1498;2
14;175;910;987;2
21;140;504;707;2
14;70;266;525;2
21;161;679;749;2
7;28;63;105;3
7;63;203;329;3
7;77;273;910;2
14;28;161;294;2
14;266;1981;2814;1
14;42;147;182;2
7;105;546;658;3
7;21;98;91;3
14;119;532;511;2
14;175;805;840;2
14;49;231;301;2
21;70;245;847;2
14;133;497;336;3
7;49;182;266;3
21;140;665;1169;2
14;231;1127;1624;2
7;91;301;672;3
21;196;938;1589;1
21;119;567;553;2
14;49;245;329;2
14;168;658;1106;1
21;308;3080;4725;1
0;0;0;0;3
14;203;1134;1421;1
28;119;791;896;1
14;154;952;1225;2
21;77;448;749;2
14;147;770;1099;2
7;294;1785;2702;1
7;91;301;434;3
21;70;427;1526;2
14;126;490;1967;2
14;175;595;602;2
28;56;175;476;2
28;147;672;1519;1
14;98;294;595;2
7;91;322;1127;3
14;126;476;406;3
7;168;504;749;3
21;294;1638;2793;1
14;21;252;532;2
7;112;448;756;3
14;210;959;1253;2
7;28;112;357;3
14;105;462;490;2
14;140;602;714;2
7;63;147;189;3
14;49;252;392;2
7;252;1834;3528;1
21;63;350;420;2
14;63;210;175;2
14;154;553;1120;2
14;70;378;469;2
7;210;1708;2548;1
7;196;861;1001;3
21;140;637;651;2
7;77;189;385;3
21;203;1239;1638;1
14;126;532;882;2
14;161;833;1099;2
7;63;210;357;3
21;168;679;1162;2
21;133;539;721;2
14;14;42;259;3
14;203;1092;2205;1
14;70;308;399;3
21;98;413;574;2
7;147;532;532;3
7;21;56;105;3
21;175;868;1386;2
7;77;224;511;3
7;91;413;420;3
21;231;1393;2051;1
7;28;203;483;3
21;189;882;1169;2
14;35;245;539;2
7;224;1372;1666;1
14;21;91;133;3
14;126;588;735;2
14;98;434;686;2
28;84;567;882;2
14;196;1337;2037;1
7;126;434;756;3
35;161;826;952;1
7;84;427;392;3
7;56;182;560;3
21;154;728;742;2
14;84;189;441;3
7;56;189;301;3
21;147;686;987;2
21;259;1057;1029;2
7;42;112;231;3
14;287;1498;2135;1
14;147;854;1148;2
14;70;287;350;2
14;84;392;651;2
7;63;224;315;3
7;35;119;119;3
14;189;679;1064;2
7;154;658;721;3
28;126;595;728;2
7;42;112;175;3
7;112;469;623;3
7;119;364;525;3
14;105;1078;1659;1
7;21;91;238;3
14;203;847;1736;2
21;217;637;497;2
21;126;462;1071;2
14;42;168;287;2
7;385;3115;4368;1
7;14;77;294;3
7;21;63;49;3
7;154;574;1190;3
7;63;238;196;3
14;175;791;875;2
14;259;1414;1708;1
7;42;147;287;3
14;210;1036;1127;2
7;140;518;518;3
7;98;336;532;3
7;14;77;175;3
7;49;161;560;3
7;35;126;126;3
14;77;329;469;2
21;231;973;987;2
7;84;427;518;3
14;84;364;441;2
21;175;1617;4263;1
7;175;1071;1547;1
21;301;2247;3885;1
21;140;679;938;2
7;147;455;644;3
21;154;777;1169;2
7;126;336;469;3
14;112;294;245;3
14;91;364;889;2
14;21;84;301;3
14;126;378;448;2
7;56;196;336;3
21;105;553;553;2
7;49;399;518;3
21;63;280;462;2
7;189;686;819;3
7;42;189;322;3
7;56;133;231;3
21;119;399;672;2
7;77;224;189;3
7;63;343;588;3
7;105;588;735;3
14;28;112;182;2
7;14;77;210;3
21;231;868;1043;2
7;217;1197;2037;1
7;49;231;371;3
14;196;595;945;2
14;84;196;126;3
14;112;462;714;2
14;70;287;448;2
14;224;1092;1134;2
21;84;392;574;2
21;210;1218;2450;2
14;70;357;378;3
7;91;287;364;3
7;49;224;567;3
21;210;1022;1988;1
14;147;679;777;2
14;56;161;392;3
14;119;721;980;2
14;56;266;728;2
21;322;1939;10185;1
21;322;1939;10185;2
0;49;168;322;3
7;49;224;371;3
7;182;630;602;3
14;189;637;896;2
7;140;665;770;3
7;112;427;455;3
14;91;434;448;2
14;217;910;959;2
14;112;294;322;3
7;84;266;357;3
14;91;448;462;2
14;14;28;91;3
21;98;322;322;3
21;315;2058;5201;1
14;91;623;1463;2
7;49;336;1022;3
21;168;1225;3080;1
14;98;483;581;2
14;210;1120;1190;2
7;98;469;448;3
14;21;70;133;3
14;63;469;630;2
7;77;308;280;3
7;224;756;805;3
14;112;399;1148;2
7;49;126;266;3
7;119;455;889;3
7;105;399;329;3
14;126;525;1043;2
7;210;630;798;3
14;175;861;994;2
7;63;189;420;3
7;49;210;147;3
7;35;84;245;3
21;119;385;392;3
21;203;910;1176;2
7;175;560;630;3
21;56;168;203;3
21;217;1267;1253;2
28;329;2688;5012;1
21;119;637;1596;2
14;35;182;609;3
14;56;189;364;2
0;210;931;1134;3
7;28;84;56;3
28;350;2898;6111;1
7;112;420;609;3
7;175;588;889;3
14;224;1260;1715;1
7;140;672;1666;3
7;217;1036;1218;3
7;119;665;1106;3
14;189;2177;3395;1
14;91;343;1197;3
14;0;0;0;3
14;63;259;441;2
21;182;896;1015;2
14;84;602;1841;1
21;168;903;1778;2
7;42;273;392;3
21;119;588;1050;2
7;63;497;1211;3
7;196;1099;1225;3
7;49;231;560;3
28;154;714;875;2
14;91;469;434;2
21;329;2744;4081;1
35;126;798;3843;1
14;119;504;945;2
7;49;210;322;3
14;49;392;553;2
14;35;126;273;3
7;63;168;364;3
7;70;238;189;3
21;273;1491;2814;1
14;112;301;371;3
7;28;112;231;3
14;63;231;378;2
14;28;91;448;2
7;119;546;791;3
14;126;364;609;2
21;154;581;686;2
14;147;728;777;2
14;70;217;637;2
14;63;581;1015;2
7;126;420;497;3
28;322;2527;4697;1
7;35;105;602;3
21;224;1246;3325;1
14;105;301;560;2
14;63;210;511;3
7;63;154;154;3
14;35;133;427;2
14;42;168;217;2
28;161;679;742;2
21;168;952;1386;2
21;70;252;378;2
14;126;532;511;2
21;161;637;805;2
14;245;1183;1162;2
21;189;1428;2618;1
7;119;1148;1729;1
21;441;3521;7112;1
14;98;329;721;2
21;273;1162;1351;2
14;105;350;770;3
21;301;1442;3367;1
14;112;427;476;2
7;126;595;714;3
21;147;749;770;2
7;119;497;693;3
7;98;357;819;3
21;189;973;1834;2
14;56;217;455;2
7;21;70;91;3
14;126;406;315;3
21;77;224;329;2
7;70;210;273;3
21;182;1253;1715;1
14;91;483;798;2
21;182;1162;1771;1
14;119;434;518;2
14;63;357;434;2
21;238;1281;1694;2
7;70;252;469;3
14;147;1099;1603;1
21;168;791;980;2
14;77;364;546;2
21;105;462;826;2
7;126;567;1197;3
14;140;791;1785;2
7;77;406;700;3
21;175;1043;2506;2
14;91;378;1288;2
28;140;770;1813;1
14;84;420;1148;2
21;140;777;1799;2
21;140;700;1505;2
21;294;1379;1379;2
14;84;336;1638;3
7;21;56;182;3
0;21;42;84;3
14;105;392;595;2
7;42;119;329;3
7;112;371;441;3
21;231;959;1456;2
14;63;273;504;2
21;343;2877;5733;1
7;168;812;1008;3
7;63;301;546;3
14;189;1253;1624;1
7;84;672;749;1
7;154;896;931;3
14;133;868;1211;2
14;161;1211;1617;1
7;189;1379;1561;1
7;105;588;994;3
7;189;1148;1309;2
14;98;476;616;2
14;35;203;350;2
7;49;245;371;3
14;84;490;714;2
7;49;203;287;3
14;119;427;812;2
21;196;1358;2030;1
7;182;1155;1806;1
28;210;1407;3864;1
7;259;1666;2562;1
21;189;1232;1631;1
7;77;252;357;3
7;42;350;553;3
7;217;812;1596;3
14;35;189;273;3
7;77;294;546;3
14;91;574;910;2
21;168;1190;1841;1
7;140;896;2100;2
